"101380", "7004835"
"101380", "7004843"
"101381", "7004827"
"101381", "7004835"
"101381", "7004845"
"101656", "7001887"
"101656", "7001890"
"101656", "7001896"
"101657", "7001887"
"101657", "7001890"
"101658", "7001887"
"101658", "7001890"
"101658", "7001896"
"101659", "7001887"
"101659", "7001890"
"101660", "7001890"
"101660", "7001896"
"101661", "7001887"
"101661", "7001891"
"101661", "7001895"
"101662", "7001887"
"101662", "7001890"
"101663", "7001887"
"101663", "7001890"
"101663", "7001896"
"101664", "7001890"
"101664", "7001896"
"101665", "7001887"
"101665", "7001890"
"101666", "7001887"
"101666", "7001890"
"101666", "7001896"
"101667", "7001887"
"101667", "7001890"
"101668", "7001890"
"101668", "7001896"
"101669", "7001887"
"101669", "7001890"
"101670", "7001887"
"101670", "7001890"
"101670", "7001896"
"101671", "7001887"
"101671", "7001890"
"101672", "7001887"
"101672", "7001890"
"101672", "7001896"
"101871", "7005850"
"101871", "7005852"
"101871", "7005856"
"101871", "7005855"
"101872", "7005850"
"101872", "7005852"
"101872", "7005857"
"101873", "7005850"
"101873", "7005852"
"101873", "7005856"
"101873", "7005855"
"101874", "7005850"
"101874", "7005852"
"101874", "7005857"
"101875", "7005850"
"101875", "7005852"
"101875", "7005857"
"101876", "7005850"
"101876", "7005852"
"101876", "7005857"
"101877", "7005850"
"101877", "7005852"
"101877", "7005856"
"101877", "7005855"
"101878", "7005850"
"101878", "7005852"
"101878", "7005857"
"101879", "7005850"
"101879", "7005852"
"101879", "7005857"
"102074", "7004006"
"102074", "7004010"
"102074", "7004014"
"102075", "7004006"
"102075", "7004010"
"102075", "7004014"
"102076", "7004006"
"102076", "7004010"
"102076", "7004014"
"102077", "7004006"
"102077", "7004010"
"102077", "7004014"
"102078", "7004006"
"102078", "7004010"
"102078", "7004014"
"102079", "7004006"
"102079", "7004010"
"102079", "7004014"
"102080", "7004006"
"102080", "7004010"
"102080", "7004014"
"102081", "7004006"
"102081", "7004010"
"102081", "7004014"
"102082", "7004006"
"102082", "7004010"
"102082", "7004014"
"102083", "7004006"
"102083", "7004010"
"102083", "7004014"
"102371", "7028190"
"102371", "7028196"
"102371", "7028208"
"102371", "7028206"
"102372", "7028190"
"102372", "7028196"
"102372", "7028208"
"102372", "7028206"
"102373", "7028190"
"102373", "7028196"
"102373", "7028208"
"102373", "7028206"
"102374", "7028190"
"102374", "7028196"
"102374", "7028212"
"102375", "7028190"
"102375", "7028196"
"102375", "7028208"
"102375", "7028206"
"102376", "7028190"
"102376", "7028196"
"102376", "7028208"
"102376", "7028206"
"102377", "7028190"
"102377", "7028196"
"102377", "7028208"
"102377", "7028206"
"102378", "7028190"
"102378", "7028196"
"102378", "7028212"
"102379", "7028190"
"102379", "7028196"
"102379", "7028208"
"102379", "7028206"
"102380", "7028190"
"102380", "7028196"
"102380", "7028208"
"102380", "7028206"
"102381", "7028190"
"102381", "7028196"
"102381", "7028208"
"102381", "7028206"
"102382", "7028190"
"102382", "7028196"
"102382", "7028208"
"102382", "7028206"
"102383", "7028190"
"102383", "7028196"
"102383", "7028208"
"102383", "7028206"
"102384", "7028190"
"102384", "7028196"
"102384", "7028212"
"102385", "7028190"
"102385", "7028196"
"102385", "7028208"
"102385", "7028206"
"102730", "7007819"
"102730", "7007822"
"102730", "7007827"
"102731", "7007819"
"102731", "7007822"
"102731", "7007827"
"102732", "7007819"
"102732", "7007821"
"102732", "7007826"
"102733", "7007819"
"102733", "7007822"
"102733", "7007827"
"102734", "7007819"
"102734", "7007822"
"102734", "7007827"
"102735", "7007819"
"102735", "7007822"
"102735", "7007827"
"102736", "7007819"
"102736", "7007821"
"102736", "7007826"
"102737", "7007819"
"102737", "7007822"
"102737", "7007827"
"103131", "7006356"
"103131", "7006362"
"103131", "7006370"
"103132", "7006356"
"103132", "7006360"
"103132", "7006374"
"103133", "7006356"
"103133", "7006362"
"103133", "7006370"
"103134", "7006356"
"103134", "7006362"
"103134", "7006370"
"103135", "7006356"
"103135", "7006360"
"103135", "7006374"
"103136", "7006356"
"103136", "7006362"
"103136", "7006370"
"103137", "7006356"
"103137", "7006360"
"103137", "7006374"
"103138", "7006356"
"103138", "7006362"
"103138", "7006370"
"103139", "7006356"
"103139", "7006362"
"103139", "7006370"
"103140", "7006356"
"103140", "7006362"
"103140", "7006370"
"103141", "7006356"
"103141", "7006362"
"103141", "7006370"
"103142", "7006356"
"103142", "7006360"
"103142", "7006374"
"103143", "7006356"
"103143", "7006362"
"103143", "7006370"
"103144", "7006356"
"103144", "7006360"
"103144", "7006374"
"103145", "7006356"
"103145", "7006362"
"103145", "7006370"
"103146", "7006356"
"103146", "7006362"
"103146", "7006370"
"103147", "7006356"
"103147", "7006362"
"103147", "7006370"
"103148", "7006356"
"103148", "7006362"
"103148", "7006370"
"103149", "7006356"
"103149", "7006362"
"103149", "7006370"
"103150", "7006356"
"103150", "7006360"
"103150", "7006374"
"103151", "7006356"
"103151", "7006362"
"103151", "7006370"
"103152", "7006356"
"103152", "7006362"
"103152", "7006370"
"103153", "7006356"
"103153", "7006360"
"103153", "7006374"
"103154", "7006356"
"103154", "7006362"
"103154", "7006370"
"103155", "7006356"
"103155", "7006362"
"103155", "7006370"
"103156", "7006356"
"103156", "7006360"
"103156", "7006374"
"103157", "7006356"
"103157", "7006362"
"103157", "7006370"
"103158", "7006356"
"103158", "7006362"
"103158", "7006370"
"103635", "7008467"
"103635", "7008477"
"103636", "7008467"
"103636", "7008477"
"103637", "7008467"
"103637", "7008475"
"103637", "7008485"
"103638", "7008467"
"103638", "7008477"
"103639", "7008467"
"103639", "7008475"
"103639", "7008485"
"103640", "7008467"
"103640", "7008477"
"103641", "7008467"
"103641", "7008475"
"103641", "7008485"
"103642", "7008467"
"103642", "7008477"
"103643", "7008467"
"103643", "7008475"
"103643", "7008483"
"103643", "7008491"
"103644", "7008467"
"103644", "7008477"
"103645", "7008467"
"103645", "7008475"
"103645", "7008485"
"103646", "7008467"
"103646", "7008477"
"103647", "7008467"
"103647", "7008475"
"103647", "7008485"
"103648", "7008467"
"103648", "7008475"
"103648", "7008483"
"103648", "7008491"
"103649", "7008467"
"103649", "7008475"
"103649", "7008485"
"103996", "7016536"
"103996", "7016566"
"103996", "7016593"
"103997", "7016536"
"103997", "7016563"
"103997", "7016587"
"103998", "7016536"
"103998", "7016563"
"103998", "7016587"
"103999", "7016536"
"103999", "7016563"
"103999", "7016587"
"104000", "7016536"
"104000", "7016566"
"104000", "7016593"
"104002", "7016536"
"104002", "7016563"
"104002", "7016587"
"104003", "7016536"
"104003", "7016563"
"104003", "7016587"
"104004", "7016536"
"104004", "7016566"
"104004", "7016593"
"104005", "7016536"
"104005", "7016572"
"104006", "7016536"
"104006", "7016566"
"104006", "7016593"
"104007", "7016536"
"104007", "7016563"
"104007", "7016587"
"104009", "7016536"
"104009", "7016563"
"104009", "7016587"
"104010", "7016536"
"104010", "7016566"
"104010", "7016593"
"104011", "7016536"
"104011", "7016563"
"104011", "7016587"
"104012", "7016536"
"104012", "7016566"
"104012", "7016593"
"104402", "7009632"
"104402", "7009638"
"104402", "7009644"
"104403", "7009632"
"104403", "7009638"
"104403", "7009644"
"104404", "7009632"
"104404", "7009638"
"104404", "7009644"
"104405", "7009632"
"104405", "7009638"
"104405", "7009644"
"104604", "7028191"
"104604", "7028197"
"104604", "7028209"
"104604", "7028207"
"104605", "7028191"
"104605", "7028197"
"104605", "7028207"
"104606", "7028191"
"104606", "7028197"
"104606", "7028209"
"104606", "7028207"
"104607", "7028191"
"104607", "7028197"
"104608", "7028191"
"104608", "7028197"
"104608", "7028209"
"104608", "7028207"
"104609", "7028191"
"104609", "7028197"
"104610", "7028191"
"104610", "7028197"
"104610", "7028209"
"104610", "7028207"
"104611", "7028191"
"104611", "7028197"
"104611", "7028209"
"104611", "7028207"
"104796", "7009633"
"104796", "7009639"
"104797", "7009633"
"104797", "7009639"
"104797", "7009645"
"104798", "7009633"
"104798", "7009639"
"104799", "7009633"
"104799", "7009639"
"104800", "7009633"
"104800", "7009639"
"104800", "7009645"
"104801", "7009633"
"104801", "7009639"
"104802", "7009633"
"104802", "7009639"
"104802", "7009645"
"104803", "7009633"
"104803", "7009639"
"104804", "7009633"
"104804", "7009639"
"104805", "7009633"
"104805", "7009639"
"104805", "7009645"
"104806", "7009633"
"104806", "7009639"
"105056", "7011040"
"105057", "7011035"
"105057", "7011041"
"105057", "7011047"
"105058", "7011040"
"105059", "7011034"
"105059", "7011042"
"105059", "7011049"
"105060", "7011040"
"105061", "7011035"
"105061", "7011041"
"105061", "7011047"
"105062", "7011040"
"105063", "7011036"
"105063", "7011040"
"105064", "7011035"
"105064", "7011041"
"105064", "7011047"
"105065", "7011040"
"105066", "7011035"
"105066", "7011041"
"105066", "7011047"
"105272", "7016537"
"105272", "7016570"
"105272", "7016591"
"105273", "7016537"
"105273", "7016555"
"105273", "7016567"
"105273", "7016594"
"105274", "7016537"
"105274", "7016555"
"105274", "7016567"
"105274", "7016594"
"105275", "7016537"
"105275", "7016555"
"105275", "7016567"
"105275", "7016594"
"105276", "7016537"
"105276", "7016552"
"105276", "7016570"
"105276", "7016591"
"105277", "7016537"
"105277", "7016555"
"105277", "7016567"
"105277", "7016594"
"105278", "7016537"
"105278", "7016570"
"105278", "7016591"
"105279", "7016537"
"105279", "7016570"
"105279", "7016591"
"105518", "7012096"
"105518", "7012100"
"105518", "7012107"
"105519", "7012096"
"105519", "7012100"
"105519", "7012106"
"105520", "7012096"
"105520", "7012100"
"105520", "7012105"
"105521", "7012096"
"105521", "7012100"
"105521", "7012107"
"105522", "7012096"
"105522", "7012100"
"105522", "7012105"
"105523", "7012096"
"105523", "7012100"
"105523", "7012107"
"105524", "7012099"
"105524", "7012103"
"105524", "7012105"
"105848", "7012892"
"105848", "7012897"
"105848", "7012906"
"105849", "7012892"
"105849", "7012897"
"105849", "7012906"
"105850", "7012892"
"105850", "7012897"
"105850", "7012904"
"105851", "7012892"
"105851", "7012897"
"105851", "7012906"
"105852", "7012892"
"105852", "7012897"
"105852", "7012906"
"105853", "7012892"
"105853", "7012897"
"105853", "7012906"
"105854", "7012892"
"105854", "7012897"
"105854", "7012906"
"105855", "7012892"
"105855", "7012897"
"105855", "7012906"
"105856", "7012892"
"105856", "7012897"
"105856", "7012906"
"105857", "7012892"
"105857", "7012897"
"105857", "7012906"
"106462", "7016538"
"106462", "7016568"
"106462", "7016595"
"106463", "7016538"
"106463", "7016568"
"106463", "7016595"
"106464", "7016538"
"106464", "7016568"
"106464", "7016595"
"106465", "7016538"
"106465", "7016568"
"106465", "7016595"
"106466", "7016538"
"106466", "7016568"
"106466", "7016595"
"106467", "7016538"
"106467", "7016568"
"106467", "7016595"
"106468", "7016538"
"106468", "7016568"
"106468", "7016595"
"106469", "7016538"
"106469", "7016568"
"106469", "7016595"
"106470", "7016538"
"106470", "7016568"
"106470", "7016595"
"106860", "7012833"
"106860", "7012835"
"106860", "7012838"
"106886", "7011507"
"106886", "7011511"
"106886", "7011515"
"106887", "7011508"
"106887", "7011512"
"106887", "7011516"
"106888", "7011508"
"106888", "7011512"
"106888", "7011516"
"106889", "7011508"
"106889", "7011512"
"106889", "7011516"
"106890", "7011508"
"106890", "7011512"
"106890", "7011516"
"106891", "7011508"
"106891", "7011512"
"106891", "7011516"
"107100", "7020456"
"107100", "7020458"
"107100", "7020463"
"107101", "7020456"
"107101", "7020458"
"107101", "7020463"
"107102", "7020456"
"107102", "7020458"
"107102", "7020463"
"107103", "7020456"
"107103", "7020459"
"107103", "7020462"
"107103", "7020465"
"107104", "7020456"
"107104", "7020458"
"107104", "7020463"
"107105", "7020456"
"107105", "7020458"
"107105", "7020463"
"107106", "7020456"
"107106", "7020458"
"107106", "7020463"
"107107", "7020456"
"107107", "7020458"
"107107", "7020463"
"107108", "7020456"
"107108", "7020459"
"107108", "7020462"
"107108", "7020465"
"107109", "7020456"
"107109", "7020458"
"107109", "7020463"
"107110", "7020456"
"107110", "7020458"
"107110", "7020463"
"107111", "7020456"
"107111", "7020458"
"107111", "7020463"
"107113", "7020456"
"107113", "7020458"
"107113", "7020463"
"107114", "7020456"
"107114", "7020459"
"107114", "7020462"
"107114", "7020465"
"107115", "7020456"
"107115", "7020458"
"107115", "7020463"
"107116", "7020456"
"107116", "7020458"
"107116", "7020463"
"107385", "7002214"
"107385", "7002228"
"107385", "7002244"
"107386", "7002214"
"107386", "7002228"
"107386", "7002244"
"107528", "7013916"
"107528", "7013919"
"107529", "7013916"
"107529", "7013918"
"107529", "7013922"
"107530", "7013916"
"107530", "7013918"
"107530", "7013922"
"107531", "7013916"
"107531", "7013918"
"107531", "7013922"
"107532", "7013916"
"107532", "7013919"
"107533", "7013916"
"107533", "7013918"
"107533", "7013922"
"107534", "7013916"
"107534", "7013918"
"107534", "7013922"
"107535", "7013916"
"107535", "7013919"
"107536", "7013916"
"107536", "7013918"
"107536", "7013922"
"107537", "7013916"
"107537", "7013918"
"107537", "7013922"
"107666", "7014199"
"107666", "7014202"
"107666", "7014207"
"107667", "7014199"
"107667", "7014202"
"107667", "7014207"
"107668", "7014199"
"107668", "7014203"
"107668", "7014209"
"107669", "7014199"
"107669", "7014202"
"107669", "7014207"
"107670", "7014199"
"107670", "7014202"
"107670", "7014207"
"107671", "7014199"
"107671", "7014203"
"107671", "7014209"
"107672", "7014199"
"107672", "7014202"
"107672", "7014207"
"107673", "7014199"
"107673", "7014202"
"107673", "7014207"
"107674", "7014199"
"107674", "7014202"
"107674", "7014207"
"107675", "7014199"
"107675", "7014202"
"107675", "7014207"
"107676", "7014199"
"107676", "7014203"
"107676", "7014209"
"107677", "7014199"
"107677", "7014202"
"107677", "7014207"
"107678", "7014199"
"107678", "7014202"
"107678", "7014207"
"107679", "7014199"
"107679", "7014202"
"107679", "7014207"
"107680", "7014199"
"107680", "7014203"
"107680", "7014209"
"107681", "7014199"
"107681", "7014202"
"107681", "7014207"
"107682", "7014199"
"107682", "7014202"
"107682", "7014207"
"107929", "7014903"
"107929", "7014908"
"107929", "7014913"
"107930", "7014908"
"107930", "7014912"
"107931", "7014903"
"107931", "7014908"
"107931", "7014914"
"107932", "7014904"
"107932", "7014908"
"107933", "7014908"
"107933", "7014912"
"107934", "7014903"
"107934", "7014908"
"107934", "7014914"
"107935", "7014903"
"107935", "7014908"
"107935", "7014913"
"107936", "7014908"
"107936", "7014912"
"107937", "7014903"
"107937", "7014908"
"107937", "7014914"
"108118", "7015220"
"108118", "7015224"
"108119", "7015220"
"108119", "7015223"
"108119", "7015227"
"108120", "7015220"
"108120", "7015224"
"108121", "7015220"
"108121", "7015224"
"108122", "7015220"
"108122", "7015223"
"108122", "7015227"
"108123", "7015220"
"108123", "7015223"
"108123", "7015227"
"108124", "7015220"
"108124", "7015224"
"108125", "7015220"
"108125", "7015223"
"108125", "7015227"
"108427", "7019803"
"108427", "7019805"
"108427", "7019807"
"108570", "7020101"
"108570", "7020104"
"108570", "7020108"
"108571", "7020101"
"108571", "7020104"
"108571", "7020107"
"108572", "7020101"
"108572", "7020104"
"108572", "7020108"
"108573", "7020101"
"108573", "7020104"
"108573", "7020108"
"108718", "7002215"
"108718", "7002229"
"108718", "7002251"
"108718", "7002247"
"108719", "7002215"
"108719", "7002229"
"108719", "7002247"
"108720", "7002215"
"108720", "7002231"
"108720", "7002255"
"108721", "7002215"
"108721", "7002229"
"108721", "7002247"
"108722", "7002215"
"108722", "7002229"
"108722", "7002251"
"108722", "7002247"
"108723", "7002215"
"108723", "7002231"
"108723", "7002255"
"108724", "7002215"
"108724", "7002229"
"108724", "7002251"
"108724", "7002247"
"108725", "7002215"
"108725", "7002229"
"108725", "7002247"
"108726", "7002215"
"108726", "7002229"
"108726", "7002251"
"108726", "7002247"
"108727", "7002215"
"108727", "7002231"
"108727", "7002255"
"108728", "7002215"
"108728", "7002229"
"108728", "7002251"
"108728", "7002247"
"108729", "7002215"
"108729", "7002229"
"108729", "7002251"
"108729", "7002247"
"108730", "7002215"
"108730", "7002229"
"108730", "7002247"
"108731", "7002215"
"108731", "7002229"
"108731", "7002251"
"108731", "7002247"
"108732", "7002215"
"108732", "7002231"
"108732", "7002255"
"108733", "7002215"
"108733", "7002229"
"108733", "7002251"
"108733", "7002247"
"108734", "7002215"
"108734", "7002233"
"108734", "7002247"
"108734", "7002245"
"108735", "7002215"
"108735", "7002229"
"108735", "7002247"
"108736", "7002215"
"108736", "7002229"
"108736", "7002251"
"108736", "7002247"
"108737", "7002215"
"108737", "7002231"
"108737", "7002255"
"108738", "7002215"
"108738", "7002229"
"108738", "7002247"
"108739", "7002215"
"108739", "7002229"
"108739", "7002251"
"108739", "7002247"
"109415", "7021139"
"109415", "7021144"
"109415", "7021150"
"109416", "7021139"
"109416", "7021144"
"109417", "7021140"
"109417", "7021145"
"109417", "7021149"
"109417", "7021153"
"109418", "7021139"
"109418", "7021144"
"109418", "7021150"
"109419", "7021139"
"109419", "7021144"
"109420", "7021140"
"109420", "7021145"
"109420", "7021149"
"109420", "7021153"
"109421", "7021139"
"109421", "7021144"
"109421", "7021150"
"109422", "7021139"
"109422", "7021144"
"109423", "7021140"
"109423", "7021145"
"109423", "7021149"
"109423", "7021153"
"109424", "7021139"
"109424", "7021144"
"109424", "7021150"
"109425", "7021139"
"109425", "7021144"
"109426", "7021139"
"109426", "7021144"
"109426", "7021150"
"109427", "7021139"
"109427", "7021144"
"109427", "7021150"
"109428", "7021139"
"109428", "7021144"
"109428", "7021150"
"109429", "7021140"
"109429", "7021145"
"109429", "7021149"
"109429", "7021153"
"109752", "7021671"
"109752", "7021674"
"109752", "7021678"
"109753", "7021671"
"109753", "7021674"
"109753", "7021677"
"109754", "7021671"
"109754", "7021674"
"109754", "7021678"
"109755", "7021671"
"109755", "7021674"
"109755", "7021677"
"109756", "7021671"
"109756", "7021674"
"109756", "7021678"
"109757", "7021671"
"109757", "7021674"
"109757", "7021678"
"110136", "7022438"
"110136", "7022443"
"110137", "7022439"
"110137", "7022444"
"110138", "7022438"
"110138", "7022443"
"110138", "7022448"
"110139", "7022438"
"110139", "7022443"
"110139", "7022448"
"110140", "7022438"
"110140", "7022443"
"110141", "7022438"
"110141", "7022443"
"110141", "7022448"
"110142", "7022438"
"110142", "7022443"
"110143", "7022438"
"110143", "7022443"
"110143", "7022448"
"110144", "7022438"
"110144", "7022443"
"110145", "7022438"
"110145", "7022443"
"110145", "7022448"
"110415", "7024011"
"110415", "7024013"
"110415", "7024015"
"110416", "7024011"
"110416", "7024013"
"110416", "7024015"
"110742", "7025574"
"110742", "7025576"
"110742", "7025578"
"110743", "7025574"
"110743", "7025576"
"110743", "7025578"
"110744", "7025574"
"110744", "7025576"
"110744", "7025578"
"110745", "7025574"
"110745", "7025576"
"110745", "7025578"
"111016", "7024603"
"111016", "7024605"
"111016", "7024607"
"111017", "7024603"
"111017", "7024605"
"111017", "7024607"
"111018", "7024603"
"111018", "7024605"
"111018", "7024607"
"111019", "7024603"
"111019", "7024605"
"111019", "7024607"
"111020", "7024603"
"111020", "7024605"
"111020", "7024607"
"111021", "7024603"
"111021", "7024605"
"111021", "7024607"
"111425", "7025285"
"111425", "7025288"
"111425", "7025292"
"111554", "7023588"
"111554", "7023590"
"111554", "7023592"
"111555", "7023588"
"111555", "7023590"
"111555", "7023592"
"111556", "7023588"
"111556", "7023590"
"111556", "7023592"
"111557", "7023588"
"111557", "7023590"
"111557", "7023592"
"111558", "7023588"
"111558", "7023590"
"111558", "7023592"
"111559", "7023588"
"111559", "7023590"
"111559", "7023592"
"111560", "7023588"
"111560", "7023590"
"111560", "7023592"
"111561", "7023588"
"111561", "7023590"
"111561", "7023592"
"111562", "7023588"
"111562", "7023590"
"111562", "7023592"
"111563", "7023588"
"111563", "7023590"
"111563", "7023592"
"111727", "7022865"
"111727", "7022868"
"111728", "7022865"
"111728", "7022868"
"111728", "7022873"
"111729", "7022865"
"111729", "7022868"
"111729", "7022874"
"111730", "7022865"
"111730", "7022868"
"111730", "7022873"
"111731", "7022865"
"111731", "7022868"
"111731", "7022874"
"111732", "7022865"
"111732", "7022868"
"111732", "7022873"
"111733", "7022865"
"111733", "7022868"
"111733", "7022873"
"111734", "7022865"
"111734", "7022868"
"111734", "7022874"
"111735", "7022865"
"111735", "7022868"
"111735", "7022874"
"111736", "7022865"
"111736", "7022868"
"111736", "7022873"
"111737", "7022865"
"111737", "7022868"
"111737", "7022874"
"112110", "7026133"
"112110", "7026139"
"112110", "7026147"
"112111", "7026133"
"112111", "7026139"
"112111", "7026147"
"112112", "7026131"
"112112", "7026137"
"112112", "7026145"
"112112", "7026151"
"112113", "7026131"
"112113", "7026137"
"112113", "7026145"
"112113", "7026151"
"112114", "7026133"
"112114", "7026139"
"112114", "7026147"
"112116", "7026133"
"112116", "7026139"
"112116", "7026147"
"112117", "7026133"
"112117", "7026139"
"112117", "7026147"
"112118", "7026133"
"112118", "7026139"
"112118", "7026147"
"112119", "7026131"
"112119", "7026137"
"112119", "7026145"
"112119", "7026151"
"112120", "7026133"
"112120", "7026139"
"112120", "7026147"
"112121", "7026133"
"112121", "7026139"
"112121", "7026147"
"112122", "7026131"
"112122", "7026137"
"112122", "7026145"
"112122", "7026151"
"112123", "7026133"
"112123", "7026139"
"112123", "7026147"
"112124", "7026133"
"112124", "7026139"
"112124", "7026147"
"112337", "7015688"
"112337", "7015690"
"112337", "7015692"
"112471", "7027442"
"112471", "7027445"
"112471", "7027448"
"112472", "7027442"
"112472", "7027445"
"112472", "7027448"
"112473", "7027442"
"112473", "7027445"
"112473", "7027448"
"100001", "7000306"
"100001", "7000308"
"100001", "7000313"
"100002", "7000306"
"100002", "7000308"
"100002", "7000313"
"100003", "7000309"
"100003", "7000315"
"100003", "7000312"
"100004", "7000308"
"100004", "7000313"
"100005", "7000306"
"100005", "7000308"
"100005", "7000313"
"100006", "7000306"
"100006", "7000308"
"100006", "7000313"
"100007", "7000306"
"100007", "7000308"
"100007", "7000313"
"100008", "7000306"
"100008", "7000308"
"100008", "7000313"
"100009", "7000309"
"100009", "7000315"
"100009", "7000312"
"100010", "7000306"
"100010", "7000308"
"100010", "7000313"
"100011", "7000306"
"100011", "7000308"
"100011", "7000313"
"100012", "7000309"
"100012", "7000315"
"100012", "7000312"
"100013", "7000308"
"100013", "7000313"
"100611", "7001340"
"100611", "7001342"
"100611", "7001345"
"100612", "7001340"
"100612", "7001342"
"100612", "7001345"
"100613", "7001340"
"100613", "7001342"
"100613", "7001345"
"101184", "7000798"
"101184", "7000802"
"101184", "7000805"
"101185", "7000799"
"101185", "7000803"
"101185", "7000806"
"101186", "7000799"
"101186", "7000803"
"101186", "7000806"
"101187", "7000799"
"101187", "7000803"
"101187", "7000806"
"101382", "7005403"
"101382", "7005409"
"101382", "7005421"
"101383", "7005407"
"101383", "7005417"
"101384", "7005403"
"101384", "7005409"
"101384", "7005421"
"101385", "7005403"
"101385", "7005409"
"101385", "7005421"
"101673", "7002082"
"101673", "7002084"
"101674", "7002085"
"101674", "7002088"
"101674", "7002087"
"101675", "7002082"
"101675", "7002084"
"101676", "7002085"
"101676", "7002088"
"101676", "7002087"
"101677", "7002082"
"101677", "7002084"
"101678", "7002082"
"101678", "7002084"
"101679", "7002082"
"101679", "7002084"
"101680", "7002085"
"101680", "7002088"
"101680", "7002087"
"101880", "7006092"
"101880", "7006095"
"101880", "7006094"
"101881", "7006092"
"101881", "7006095"
"101881", "7006094"
"101882", "7006090"
"101882", "7006092"
"101882", "7006095"
"102084", "7004476"
"102084", "7004492"
"102085", "7004474"
"102085", "7004488"
"102085", "7004486"
"102086", "7004476"
"102086", "7004492"
"102086", "7004486"
"102087", "7004474"
"102087", "7004488"
"102087", "7004486"
"102088", "7004468"
"102088", "7004474"
"102088", "7004484"
"102089", "7004474"
"102089", "7004488"
"102089", "7004486"
"102090", "7004474"
"102090", "7004488"
"102090", "7004486"
"102091", "7004476"
"102091", "7004492"
"102091", "7004486"
"102092", "7004466"
"102092", "7004474"
"102092", "7004488"
"102092", "7004486"
"102093", "7004476"
"102093", "7004492"
"102093", "7004486"
"102386", "7028890"
"102386", "7028894"
"102386", "7028900"
"102387", "7028890"
"102387", "7028894"
"102387", "7028900"
"102388", "7028890"
"102388", "7028894"
"102388", "7028900"
"102738", "7008153"
"102738", "7008155"
"102738", "7008158"
"102739", "7008153"
"102739", "7008155"
"102739", "7008158"
"103105", "7009084"
"103105", "7009086"
"103105", "7009090"
"103105", "7009094"
"103105", "7009096"
"103159", "7007112"
"103159", "7007116"
"103159", "7007130"
"103160", "7007112"
"103160", "7007116"
"103160", "7007130"
"103161", "7007112"
"103161", "7007118"
"103161", "7007126"
"103162", "7007112"
"103162", "7007116"
"103162", "7007130"
"103163", "7007112"
"103163", "7007118"
"103163", "7007126"
"103164", "7007112"
"103164", "7007116"
"103164", "7007130"
"103165", "7007112"
"103165", "7007116"
"103165", "7007130"
"103166", "7007112"
"103166", "7007116"
"103166", "7007130"
"103167", "7007112"
"103167", "7007118"
"103167", "7007126"
"103168", "7007112"
"103168", "7007116"
"103168", "7007130"
"103169", "7007112"
"103169", "7007118"
"103169", "7007126"
"103170", "7007112"
"103170", "7007116"
"103170", "7007130"
