"100046", "DAILY", "CLT", "ATL", 0950, 1109, "DL1515", "DL", 1515, "D9S", "", 0, 0, "NO", 0079
"100047", "DAILY", "CLT", "ATL", 1130, 1240, "DL7552", "DL", 7552, "EM2", "", 0, 0, "YES", 0070
"100048", "DAILY", "CLT", "ATL", 1225, 1324, "US1523", "US", 1523, "D9S", "S/", 0, 0, "NO", 0059
"100049", "DAILY", "CLT", "ATL", 1330, 1435, "DL674", "DL", 674, "M80", "", 0, 0, "NO", 0065
"100050", "NOT SA", "CLT", "ATL", 1448, 1549, "US1419", "US", 1419, "D9S", "", 0, 0, "NO", 0061
"100051", "DAILY", "CLT", "ATL", 1450, 1600, "DL7550", "DL", 7550, "EM2", "", 0, 0, "YES", 0070
"100052", "SA", "CLT", "ATL", 1648, 1748, "US919", "US", 919, "D9S", "", 0, 0, "NO", 0060
"100053", "NOT SA", "CLT", "ATL", 1648, 1755, "US849", "US", 849, "73S", "", 0, 0, "NO", 0067
"100054", "DAILY", "CLT", "ATL", 1650, 1803, "DL405", "DL", 405, "M80", "", 0, 0, "NO", 0073
"100055", "DAILY", "CLT", "ATL", 1835, 1945, "DL7554", "DL", 7554, "EM2", "", 0, 0, "YES", 0070
"100056", "DAILY", "CLT", "ATL", 1917, 2015, "US1091", "US", 1091, "D9S", "S/", 0, 0, "NO", 0058
"100057", "DAILY", "CLT", "ATL", 2040, 2146, "DL1593", "DL", 1593, "M80", "", 0, 0, "NO", 0066
"100058", "NOT SA", "CLT", "ATL", 2153, 2252, "US1046", "US", 1046, "100", "", 0, 0, "NO", 0059
"100059", "DAILY", "CMH", "ATL", 0610, 0731, "DL1279", "DL", 1279, "M80", "B/S", 0, 0, "NO", 0081
"100060", "NOT SU", "CMH", "ATL", 0845, 1206, "NW495", "NW", 495, "DC9", "", 1, 0, "NO", 0201
"100061", "SU", "CMH", "ATL", 0845, 1206, "NW495", "NW", 495, "D9S/DC9", "", 1, 0, "NO", 0201
"100062", "DAILY", "CMH", "ATL", 0915, 1041, "DL1491", "DL", 1491, "757", "", 0, 0, "NO", 0086
"100063", "DAILY", "CMH", "ATL", 0930, 1056, "HP1172", "HP", 1172, "733", "S/", 0, 0, "NO", 0086
"100064", "DAILY", "CMH", "ATL", 1250, 1416, "DL1607", "DL", 1607, "M80", "S", 0, 0, "NO", 0086
"100065", "NOT SA SU", "CMH", "ATL", 1615, 1745, "DL397", "DL", 397, "M80", "S", 0, 0, "NO", 0090
"100066", "SA SU", "CMH", "ATL", 1615, 1745, "DL397", "DL", 397, "M80", "S", 0, 0, "NO", 0090
"100067", "DAILY", "CMH", "ATL", 1645, 1811, "HP1170", "HP", 1170, "733", "S/", 0, 0, "NO", 0086
"100068", "DAILY", "CMH", "ATL", 1905, 2154, "DL559", "DL", 559, "72S", "", 1, 0, "NO", 0169
"100069", "NOT SA", "CMH", "ATL", 1953, 2116, "HP1178", "HP", 1178, "320", "S/", 0, 0, "NO", 0083
"100070", "DAILY", "CVG", "ATL", 0605, 0721, "DL1097", "DL", 1097, "757", "B/S", 0, 0, "NO", 0076
"100071", "DAILY", "CVG", "ATL", 0740, 0859, "DL351", "DL", 351, "73S", "B/S", 0, 0, "NO", 0079
"100072", "DAILY", "CVG", "ATL", 0925, 1043, "DL193", "DL", 193, "72S", "", 0, 0, "NO", 0078
"100073", "DAILY", "CVG", "ATL", 1444, 1610, "DL586", "DL", 586, "72S", "", 0, 0, "NO", 0086
"100074", "DAILY", "CVG", "ATL", 1636, 1759, "DL1856", "DL", 1856, "72S", "S", 0, 0, "NO", 0083
"100075", "DAILY", "CVG", "ATL", 1840, 2000, "DL809", "DL", 809, "M80", "S", 0, 0, "NO", 0080
"100076", "DAILY", "CVG", "ATL", 1841, 2125, "DL1523", "DL", 1523, "D9S", "", 1, 0, "NO", 0164
"100077", "DAILY", "CVG", "ATL", 2040, 2154, "DL559", "DL", 559, "72S", "", 0, 0, "NO", 0074
"100078", "NOT SU", "DCA", "ATL", 0705, 0850, "TW783", "TW", 783, "M80", "", 0, 0, "NO", 0105
"100079", "DAILY", "DCA", "ATL", 0720, 0905, "DL989", "DL", 989, "M80", "B", 0, 0, "NO", 0105
"100080", "NOT SA", "DCA", "ATL", 0915, 1055, "DL257", "DL", 257, "757", "S", 0, 0, "NO", 0100
"100081", "SA", "DCA", "ATL", 0915, 1055, "DL257", "DL", 257, "M80", "S", 0, 0, "NO", 0100
"100082", "DAILY", "DCA", "ATL", 1050, 1233, "DL1169", "DL", 1169, "M80", "", 0, 0, "NO", 0103
"100083", "DAILY", "DCA", "ATL", 1100, 1245, "TW737", "TW", 737, "D9S", "", 0, 0, "NO", 0105
"100084", "DAILY", "DCA", "ATL", 1240, 1427, "DL489", "DL", 489, "757", "L", 0, 0, "NO", 0107
"100085", "NOT SA", "DCA", "ATL", 1415, 1602, "DL850", "DL", 850, "757", "", 0, 0, "NO", 0107
"100086", "SA", "DCA", "ATL", 1415, 1602, "DL850", "DL", 850, "M80", "", 0, 0, "NO", 0107
"100087", "NOT SA", "DCA", "ATL", 1605, 1748, "DL1291", "DL", 1291, "M80", "", 0, 0, "NO", 0103
"100088", "DAILY", "DCA", "ATL", 1610, 1753, "DL901", "DL", 901, "757", "", 0, 0, "NO", 0103
"100089", "DAILY", "DCA", "ATL", 1800, 1947, "DL443", "DL", 443, "757", "D", 0, 0, "NO", 0107
"100090", "DAILY", "DCA", "ATL", 1800, 1950, "TW777", "TW", 777, "M80", "", 0, 0, "NO", 0110
"100091", "DAILY", "DCA", "ATL", 2000, 2140, "DL1185", "DL", 1185, "72S", "S/", 0, 0, "NO", 0100
"100092", "DAILY", "DCA", "ATL", 2140, 2316, "DL1243", "DL", 1243, "757", "", 0, 0, "NO", 0096
"100093", "DAILY", "DEN", "ATL", 0745, 1230, "DL432", "DL", 432, "757", "B", 0, 0, "NO", 0165
"100094", "DAILY", "DEN", "ATL", 1026, 1524, "UA408", "UA", 408, "733", "L", 0, 0, "NO", 0178
"100095", "DAILY", "DEN", "ATL", 1100, 1610, "DL317", "DL", 317, "757", "L", 0, 0, "NO", 0190
"100096", "DAILY", "DEN", "ATL", 1445, 1935, "DL804", "DL", 804, "757", "S", 0, 0, "NO", 0170
"100097", "DAILY", "DEN", "ATL", 1710, 2159, "DL764", "DL", 764, "757", "D", 0, 0, "NO", 0169
"100098", "DAILY", "DEN", "ATL", 1751, 0038, "AA388", "AA", 388, "M80", "D", 1, 0, "NO", 0287
"100099", "DAILY", "DEN", "ATL", 1839, 2337, "UA544", "UA", 544, "733", "D", 0, 0, "NO", 0178
"100100", "DAILY", "DFW", "ATL", 0615, 0916, "DL16", "DL", 16, "L15", "B", 0, 0, "NO", 0121
"100101", "DAILY", "DFW", "ATL", 0621, 1102, "DL490", "DL", 490, "757", "SB", 1, 0, "NO", 0221
"100102", "DAILY", "DFW", "ATL", 0644, 1057, "DL542", "DL", 542, "D9S", "BS", 1, 0, "NO", 0193
"100103", "DAILY", "DFW", "ATL", 0654, 0941, "AA864", "AA", 864, "72S", "B/S", 0, 0, "NO", 0107
"100104", "DAILY", "DFW", "ATL", 0805, 1110, "DL1190", "DL", 1190, "M80", "B", 0, 0, "NO", 0125
"100105", "DAILY", "DFW", "ATL", 0809, 1110, "AA752", "AA", 752, "72S", "B/S", 0, 0, "NO", 0121
"100106", "DAILY", "DFW", "ATL", 0812, 1242, "DL1123", "DL", 1123, "M80", "S", 1, 0, "NO", 0210
"100107", "DAILY", "DFW", "ATL", 0919, 1219, "AA1024", "AA", 1024, "72S", "S", 0, 0, "NO", 0120
"100108", "DAILY", "DFW", "ATL", 0935, 1244, "DL790", "DL", 790, "763", "S", 0, 0, "NO", 0129
"100109", "DAILY", "DFW", "ATL", 1021, 1427, "DL784", "DL", 784, "M80", "", 1, 0, "NO", 0186
"100110", "DAILY", "DFW", "ATL", 1041, 1433, "DL508", "DL", 508, "D9S", "S", 1, 0, "NO", 0172
"100111", "DAILY", "DFW", "ATL", 1137, 1435, "DL472", "DL", 472, "757", "L", 0, 0, "NO", 0118
"100112", "DAILY", "DFW", "ATL", 1142, 1608, "DL1130", "DL", 1130, "M80", "L", 1, 0, "NO", 0206
"100113", "TU", "DFW", "ATL", 1200, 1500, "DL1452", "DL", 1452, "763", "L", 0, 0, "NO", 0120
"100114", "DAILY", "DFW", "ATL", 1245, 1544, "AA504", "AA", 504, "M80", "L/S", 0, 0, "NO", 0119
"100115", "DAILY", "DFW", "ATL", 1300, 1614, "DL1066", "DL", 1066, "L10", "L", 0, 0, "NO", 0134
"100116", "DAILY", "DFW", "ATL", 1312, 1752, "DL1192", "DL", 1192, "72S", "L", 1, 0, "NO", 0220
"100117", "DAILY", "DFW", "ATL", 1341, 1746, "DL783", "DL", 783, "M80", "", 1, 0, "NO", 0185
"100118", "DAILY", "DFW", "ATL", 1438, 1748, "AA482", "AA", 482, "M80", "", 0, 0, "NO", 0130
"100119", "DAILY", "DFW", "ATL", 1500, 1804, "DL688", "DL", 688, "L10", "S", 0, 0, "NO", 0124
"100120", "DAILY", "DFW", "ATL", 1650, 1954, "DL722", "DL", 722, "763", "D", 0, 0, "NO", 0124
"100121", "DAILY", "DFW", "ATL", 1716, 2026, "AA222", "AA", 222, "72S", "D", 0, 0, "NO", 0130
"100122", "DAILY", "DFW", "ATL", 1854, 2155, "DL1264", "DL", 1264, "M80", "D", 0, 0, "NO", 0121
"100123", "DAILY", "DFW", "ATL", 2004, 2307, "AA496", "AA", 496, "M80", "", 0, 0, "NO", 0123
"100124", "DAILY", "DFW", "ATL", 2028, 2330, "DL364", "DL", 364, "767", "S/", 0, 0, "NO", 0122
"100125", "DAILY", "DFW", "ATL", 2228, 0121, "DL1008", "DL", 1008, "D9S", "", 0, 0, "NO", 0113
"100126", "DAILY", "DTW", "ATL", 0545, 0733, "DL201", "DL", 201, "M80", "B", 0, 0, "NO", 0108
"100127", "NOT SU", "DTW", "ATL", 0720, 0906, "NW491", "NW", 491, "DC9", "B", 0, 0, "NO", 0106
"100128", "DAILY", "DTW", "ATL", 0853, 1043, "TW775", "TW", 775, "D9S", "", 0, 0, "NO", 0110
"100129", "DAILY", "DTW", "ATL", 0910, 1051, "DL821", "DL", 821, "757", "S", 0, 0, "NO", 0101
"100130", "DAILY", "DTW", "ATL", 0930, 1116, "NW493", "NW", 493, "D9S", "", 0, 0, "NO", 0106
"100131", "DAILY", "DTW", "ATL", 1020, 1206, "NW495", "NW", 495, "DC9", "", 0, 0, "NO", 0106
"100132", "DAILY", "DTW", "ATL", 1230, 1422, "NW1443", "NW", 1443, "D9S", "L", 0, 0, "NO", 0112
"100133", "DAILY", "DTW", "ATL", 1235, 1431, "DL429", "DL", 429, "M80", "L", 0, 0, "NO", 0116
"100134", "DAILY", "DTW", "ATL", 1605, 1752, "DL1003", "DL", 1003, "M80", "", 0, 0, "NO", 0107
"100135", "NOT SA", "DTW", "ATL", 1615, 1924, "US95", "US", 95, "73S", "D", 1, 0, "NO", 0189
"100136", "DAILY", "DTW", "ATL", 1635, 1824, "NW499", "NW", 499, "D9S", "", 0, 0, "NO", 0109
"100137", "NOT SA", "DTW", "ATL", 1720, 1912, "TW747", "TW", 747, "D9S", "", 0, 0, "NO", 0112
"100138", "DAILY", "DTW", "ATL", 1750, 1937, "DL321", "DL", 321, "M80", "D", 0, 0, "NO", 0107
"100139", "DAILY", "DTW", "ATL", 1840, 2025, "NW795", "NW", 795, "D9S", "D", 0, 0, "NO", 0105
"100140", "DAILY", "DTW", "ATL", 1955, 2138, "DL529", "DL", 529, "757", "", 0, 0, "NO", 0103
"100141", "DAILY", "DTW", "ATL", 2040, 2232, "NW497", "NW", 497, "D9S", "", 0, 0, "NO", 0112
"100142", "NOT SA SU", "EWR", "ATL", 0655, 0910, "CO1287", "CO", 1287, "72S", "B", 0, 0, "NO", 0135
"100143", "DAILY", "EWR", "ATL", 0700, 0901, "DL637", "DL", 637, "72S", "B", 0, 0, "NO", 0121
"100144", "DAILY", "EWR", "ATL", 0700, 0925, "BE136", "BE", 136, "72S", "", 0, 0, "NO", 0145
"100145", "DAILY", "EWR", "ATL", 0705, 1027, "UA559", "UA", 559, "72S", "SB/S", 1, 0, "NO", 0202
"100147", "DAILY", "EWR", "ATL", 0846, 1107, "CO1267", "CO", 1267, "737", "B", 0, 0, "NO", 0141
"100148", "DAILY", "EWR", "ATL", 1024, 1244, "CO1227", "CO", 1227, "737", "L", 0, 0, "NO", 0140
"100149", "DAILY", "EWR", "ATL", 1200, 1403, "DL697", "DL", 697, "757", "L", 0, 0, "NO", 0123
"100150", "DAILY", "EWR", "ATL", 1405, 1632, "CO592", "CO", 592, "737", "S", 0, 0, "NO", 0147
"100151", "NOT SA SU", "EWR", "ATL", 1525, 1751, "CO1241", "CO", 1241, "737", "S", 0, 0, "NO", 0146
"100152", "DAILY", "EWR", "ATL", 1535, 1741, "DL449", "DL", 449, "757", "S", 0, 0, "NO", 0126
"100153", "NOT SA", "EWR", "ATL", 1633, 1904, "CO631", "CO", 631, "72S", "D/S", 0, 0, "NO", 0151
"100154", "SA", "EWR", "ATL", 1633, 1908, "CO631", "CO", 631, "D9S", "D/S", 0, 0, "NO", 0155
"100155", "DAILY", "EWR", "ATL", 1740, 1948, "DL861", "DL", 861, "757", "D", 0, 0, "NO", 0128
"100156", "NOT SA", "EWR", "ATL", 1955, 2223, "CO443", "CO", 443, "737", "S/", 0, 0, "NO", 0148
"100157", "DAILY", "EWR", "ATL", 2005, 2205, "DL1145", "DL", 1145, "763", "", 0, 0, "NO", 0120
"100158", "DAILY", "HOU", "ATL", 0800, 1352, "UA244", "UA", 244, "73S", "BL", 1, 0, "NO", 0292
"100159", "DAILY", "HOU", "ATL", 0945, 1242, "DL1123", "DL", 1123, "M80", "S", 0, 0, "NO", 0117
"100160", "DAILY", "HOU", "ATL", 1135, 1435, "DL566", "DL", 566, "73S", "L", 0, 0, "NO", 0120
"100161", "DAILY", "HOU", "ATL", 1505, 1803, "DL1547", "DL", 1547, "M80", "", 0, 0, "NO", 0118
"100162", "NOT SU", "HOU", "ATL", 1655, 1959, "DL408", "DL", 408, "73S", "D", 0, 0, "NO", 0124
"100163", "NOT SU", "IAD", "ATL", 0535, 0728, "DL239", "DL", 239, "M80", "B", 0, 0, "NO", 0113
"100164", "DAILY", "IAD", "ATL", 0852, 1027, "UA559", "UA", 559, "72S", "B/S", 0, 0, "NO", 0095
"100165", "DAILY", "IAD", "ATL", 1225, 1423, "DL185", "DL", 185, "73S", "L", 0, 0, "NO", 0118
"100166", "DAILY", "IAD", "ATL", 1600, 1801, "DL1537", "DL", 1537, "757", "S", 0, 0, "NO", 0121
"100167", "DAILY", "IAD", "ATL", 1655, 1840, "UA951", "UA", 951, "73S", "D", 0, 0, "NO", 0105
"100168", "DAILY", "IAD", "ATL", 1940, 2130, "DL665", "DL", 665, "M80", "D", 0, 0, "NO", 0110
"100169", "NOT SA", "IAD", "ATL", 2045, 2226, "UA921", "UA", 921, "735", "", 0, 0, "NO", 0101
"100170", "DAILY", "IAH", "ATL", 0615, 0914, "DL438", "DL", 438, "73S", "B", 0, 0, "NO", 0119
"100171", "DAILY", "IAH", "ATL", 0746, 1049, "CO1150", "CO", 1150, "D9S", "B", 0, 0, "NO", 0123
"100172", "DAILY", "IAH", "ATL", 0805, 1102, "DL490", "DL", 490, "757", "B", 0, 0, "NO", 0117
"100173", "DAILY", "IAH", "ATL", 1107, 1416, "CO1008", "CO", 1008, "D9S", "L", 0, 0, "NO", 0129
"100174", "DAILY", "IAH", "ATL", 1310, 1608, "DL1130", "DL", 1130, "M80", "L", 0, 0, "NO", 0118
"100175", "DAILY", "IAH", "ATL", 1324, 1625, "CO240", "CO", 240, "D9S", "L", 0, 0, "NO", 0121
"100176", "NOT SA", "IAH", "ATL", 1541, 1848, "CO116", "CO", 116, "D9S", "", 0, 0, "NO", 0127
"100177", "SA", "IAH", "ATL", 1541, 1852, "CO116", "CO", 116, "D9S", "", 0, 0, "NO", 0131
"100178", "DAILY", "IAH", "ATL", 1655, 1951, "DL844", "DL", 844, "M80", "D", 0, 0, "NO", 0116
"100179", "DAILY", "IAH", "ATL", 1844, 2140, "CO450", "CO", 450, "D9S", "D/S", 0, 0, "NO", 0116
"100180", "DAILY", "IAH", "ATL", 1855, 2144, "DL896", "DL", 896, "M80", "D", 0, 0, "NO", 0109
"100181", "NOT SA", "IAH", "ATL", 2105, 2357, "CO118", "CO", 118, "D9S", "", 0, 0, "NO", 0112
"100182", "DAILY", "IND", "ATL", 0750, 0918, "DL1407", "DL", 1407, "72S", "B/S", 0, 0, "NO", 0088
"100183", "NOT SU", "IND", "ATL", 0930, 1120, "US4291", "US", 4291, "EM2", "S", 0, 0, "YES", 0110
"100184", "DAILY", "IND", "ATL", 1100, 1218, "DL1723", "DL", 1723, "72S", "", 0, 0, "NO", 0078
"100185", "SU", "IND", "ATL", 1332, 1522, "US4284", "US", 4284, "EM2", "S", 0, 0, "YES", 0110
"100186", "NOT SA SU", "IND", "ATL", 1510, 1659, "US4281", "US", 4281, "EM2", "", 0, 0, "YES", 0109
"100187", "DAILY", "IND", "ATL", 1605, 1728, "DL1251", "DL", 1251, "M80", "", 0, 0, "NO", 0083
"100188", "SA", "IND", "ATL", 1734, 1924, "US4283", "US", 4283, "EM2", "S", 0, 0, "YES", 0110
"100189", "DAILY", "IND", "ATL", 1930, 2048, "DL1131", "DL", 1131, "M80", "S", 0, 0, "NO", 0078
"100190", "NOT SA", "IND", "ATL", 2105, 2255, "US4278", "US", 4278, "EM2", "", 0, 0, "YES", 0110
"100191", "NOT SA SU", "JFK", "ATL", 0700, 0920, "TW115", "TW", 115, "72S", "B", 0, 0, "NO", 0140
"100192", "DAILY", "JFK", "ATL", 1230, 1446, "TW191", "TW", 191, "M80", "L/S", 0, 0, "NO", 0136
"100193", "NOT TU SU", "JFK", "ATL", 1625, 1845, "DL63", "DL", 63, "310", "D", 0, 0, "NO", 0140
"100194", "SU", "JFK", "ATL", 1625, 1845, "DL63", "DL", 63, "L15", "D", 0, 0, "NO", 0140
"100195", "TU", "JFK", "ATL", 1625, 1845, "DL63", "DL", 63, "763", "D", 0, 0, "NO", 0140
"100196", "DAILY", "JFK", "ATL", 1635, 1905, "TW219", "TW", 219, "72S", "D", 0, 0, "NO", 0150
"100197", "MO TU", "JFK", "ATL", 1845, 2103, "DL1779", "DL", 1779, "310", "D", 0, 0, "NO", 0138
"100198", "SU", "JFK", "ATL", 1845, 2103, "DL1779", "DL", 1779, "763", "D", 0, 0, "NO", 0138
"100199", "TH FR SA", "JFK", "ATL", 1845, 2103, "DL1779", "DL", 1779, "L15", "D", 0, 0, "NO", 0138
"100200", "DAILY", "JFK", "ATL", 1900, 2139, "TW831", "TW", 831, "72S", "D", 0, 0, "NO", 0159
"100201", "DAILY", "LAS", "ATL", 0036, 1056, "HP1172", "HP", 1172, "733", "S/", 2, 0, "NO", 0440
"100202", "DAILY", "LAS", "ATL", 0600, 1435, "DL152", "DL", 152, "L10", "SB", 1, 0, "NO", 0335
"100203", "NOT SU", "LAS", "ATL", 0700, 1524, "UA408", "UA", 408, "733", "BL", 1, 0, "NO", 0324
"100204", "SU", "LAS", "ATL", 0700, 1524, "UA408", "UA", 408, "735/733", "BL", 1, 0, "NO", 0324
"100205", "DAILY", "LAS", "ATL", 0718, 1610, "TW360", "TW", 360, "M80", "BS", 1, 0, "NO", 0352
"100206", "DAILY", "LAS", "ATL", 0850, 1548, "DL496", "DL", 496, "767", "B", 0, 0, "NO", 0238
"100207", "DAILY", "LAS", "ATL", 2245, 0529, "DL650", "DL", 650, "757", "S/", 0, 0, "NO", 0224
"100208", "DAILY", "LAS", "ATL", 2330, 0623, "HP3010", "HP", 3010, "320", "S/", 0, 0, "NO", 0233
"100209", "DAILY", "LAX", "ATL", 0020, 0723, "DL182", "DL", 182, "757", "S", 0, 0, "NO", 0243
"100210", "DAILY", "LAX", "ATL", 0705, 1417, "DL264", "DL", 264, "L10", "B", 0, 0, "NO", 0252
"100211", "DAILY", "LAX", "ATL", 0835, 1556, "DL1420", "DL", 1420, "L10", "B", 0, 0, "NO", 0261
"100212", "NOT SA", "LAX", "ATL", 0840, 1924, "DL1434", "DL", 1434, "72S", "SLD/SL", 2, 0, "NO", 0464
"100213", "SA", "LAX", "ATL", 0840, 1924, "DL1434", "DL", 1434, "73S/72S", "SLD/SL", 2, 0, "NO", 0464
"100214", "DAILY", "LAX", "ATL", 1035, 1755, "DL178", "DL", 178, "757", "L", 0, 0, "NO", 0260
"100215", "DAILY", "LAX", "ATL", 1220, 1948, "DL146", "DL", 146, "763", "L", 0, 0, "NO", 0268
"100216", "DAILY", "LAX", "ATL", 1455, 2154, "DL336", "DL", 336, "L10", "D", 0, 0, "NO", 0239
"100217", "DAILY", "LAX", "ATL", 2255, 0549, "DL188", "DL", 188, "L10", "S", 0, 0, "NO", 0234
"100218", "DAILY", "LGA", "ATL", 0645, 0856, "DL221", "DL", 221, "757", "B", 0, 0, "NO", 0131
"100219", "DAILY", "LGA", "ATL", 0700, 1035, "US456", "US", 456, "D9S", "SB/S", 1, 0, "NO", 0215
"100220", "DAILY", "LGA", "ATL", 0835, 1102, "DL269", "DL", 269, "L10", "B", 0, 0, "NO", 0147
"100221", "DAILY", "LGA", "ATL", 0955, 1206, "DL159", "DL", 159, "763", "B", 0, 0, "NO", 0131
"100222", "DAILY", "LGA", "ATL", 1045, 1402, "US1889", "US", 1889, "100", "L", 1, 0, "NO", 0197
"100223", "DAILY", "LGA", "ATL", 1205, 1422, "DL755", "DL", 755, "763", "L", 0, 0, "NO", 0137
"100224", "DAILY", "LGA", "ATL", 1330, 1547, "DL473", "DL", 473, "767", "L", 0, 0, "NO", 0137
"100225", "DAILY", "LGA", "ATL", 1529, 1746, "DL197", "DL", 197, "763", "S", 0, 0, "NO", 0137
"100226", "DAILY", "LGA", "ATL", 1740, 2000, "DL577", "DL", 577, "763", "D", 0, 0, "NO", 0140
"100227", "DAILY", "LGA", "ATL", 1850, 2104, "DL729", "DL", 729, "763", "D", 0, 0, "NO", 0134
"100228", "DAILY", "LGA", "ATL", 2030, 2237, "DL381", "DL", 381, "L10", "", 0, 0, "NO", 0127
