"7028212", "ATL", "DCA", "Q", "TW", "EX/14",  150.00,  300.00, "YES"
"7028196", "ATL", "DCA", "Y", "", "",  366.00,  732.00, "NO"
"7007819", "ATL", "DEN", "F", "", "",  866.00, 1732.00, "NO"
"7007827", "ATL", "DEN", "M", "DL", "AP/57",  190.00,  380.00, "YES"
"7007826", "ATL", "DEN", "Q", "UA", "AP/57",  160.00,  320.00, "YES"
"7007821", "ATL", "DEN", "Y", "UA", "",  542.00, 1084.00, "NO"
"7007822", "ATL", "DEN", "Y", "DL", "",  579.00, 1158.00, "NO"
"7006356", "ATL", "DFW", "F", "", "",  650.00, 1300.00, "NO"
"7006370", "ATL", "DFW", "M", "DL", "AP/57",  150.00,  300.00, "YES"
"7006374", "ATL", "DFW", "V", "AA", "AP/57",  130.00,  260.00, "YES"
"7006360", "ATL", "DFW", "Y", "AA", "",  414.00,  828.00, "NO"
"7006362", "ATL", "DFW", "Y", "DL", "",  436.00,  872.00, "NO"
"7008467", "ATL", "DTW", "F", "", "",  551.00, 1102.00, "NO"
"7008485", "ATL", "DTW", "M", "DL", "AP/57",  150.00,  300.00, "YES"
"7008483", "ATL", "DTW", "Q", "TW", "AP/57",  150.00,  300.00, "YES"
"7008491", "ATL", "DTW", "Q", "TW", "EX/14",  150.00,  300.00, "YES"
"7008475", "ATL", "DTW", "Y", "", "",  371.00,  742.00, "NO"
"7008477", "ATL", "DTW", "Y", "NW", "",  414.00,  828.00, "NO"
"7016536", "ATL", "EWR", "F", "", "",  652.00, 1304.00, "NO"
"7016593", "ATL", "EWR", "M", "DL", "AP/57",  185.00,  370.00, "YES"
"7016587", "ATL", "EWR", "Q", "CO", "AP/57",  145.00,  290.00, "YES"
"7016563", "ATL", "EWR", "Y", "CO", "",  429.00,  858.00, "NO"
"7016566", "ATL", "EWR", "Y", "DL", "",  429.00,  858.00, "NO"
"7016572", "ATL", "EWR", "Y", "US", "",  429.00,  858.00, "NO"
"7009632", "ATL", "HOU", "F", "", "",  650.00, 1300.00, "NO"
"7009644", "ATL", "HOU", "M", "DL", "AP/57",  170.00,  340.00, "YES"
"7009638", "ATL", "HOU", "Y", "", "",  436.00,  872.00, "NO"
"7028191", "ATL", "IAD", "F", "", "",  553.00, 1106.00, "NO"
"7028209", "ATL", "IAD", "M", "DL", "AP/57",  170.00,  340.00, "YES"
"7028207", "ATL", "IAD", "Q", "", "AP/57",  150.00,  300.00, "YES"
"7028197", "ATL", "IAD", "Y", "", "",  366.00,  732.00, "NO"
"7009633", "ATL", "IAH", "F", "", "",  650.00, 1300.00, "NO"
"7009645", "ATL", "IAH", "M", "DL", "AP/57",  170.00,  340.00, "YES"
"7009639", "ATL", "IAH", "Y", "", "",  436.00,  872.00, "NO"
"7011034", "ATL", "IND", "F", "AA", "",  469.00,  938.00, "NO"
"7011035", "ATL", "IND", "F", "DL", "",  471.00,  942.00, "NO"
"7011036", "ATL", "IND", "F", "US", "",  474.00,  948.00, "NO"
"7011047", "ATL", "IND", "M", "DL", "AP/57",  130.00,  260.00, "YES"
"7011049", "ATL", "IND", "V", "AA", "AP/57",   95.00,  190.00, "YES"
"7011040", "ATL", "IND", "Y", "US", "",  316.00,  632.00, "NO"
"7011041", "ATL", "IND", "Y", "DL", "",  317.00,  634.00, "NO"
"7011042", "ATL", "IND", "Y", "AA", "",  349.00,  698.00, "NO"
"7016552", "ATL", "JFK", "C", "TW", "",  449.00,  898.00, "NO"
"7016555", "ATL", "JFK", "C", "DL", "",  515.00, 1030.00, "NO"
"7016537", "ATL", "JFK", "F", "", "",  652.00, 1304.00, "NO"
"7016594", "ATL", "JFK", "M", "DL", "AP/57",  185.00,  370.00, "YES"
"7016591", "ATL", "JFK", "Q", "TW", "AP/57",  165.00,  330.00, "YES"
"7016567", "ATL", "JFK", "Y", "DL", "",  429.00,  858.00, "NO"
"7016570", "ATL", "JFK", "Y", "TW", "",  429.00,  858.00, "NO"
"7016573", "ATL", "JFK", "Y", "US", "",  429.00,  858.00, "NO"
"7012096", "ATL", "LAS", "F", "", "",  883.00, 1766.00, "NO"
"7012099", "ATL", "LAS", "FN", "HP", "",  349.00,  698.00, "NO"
"7012105", "ATL", "LAS", "H", "HP", "AP/57",  150.00,  300.00, "YES"
"7012107", "ATL", "LAS", "M", "DL", "AP/57",  235.00,  470.00, "YES"
"7012106", "ATL", "LAS", "Q", "TW", "AP/57",  150.00,  300.00, "YES"
"7012100", "ATL", "LAS", "Y", "", "",  592.00, 1184.00, "NO"
"7012103", "ATL", "LAS", "YN", "HP", "",  259.00,  518.00, "NO"
"7012909", "ATL", "LAX", "BN", "HP", "AP/57",  239.00, "", "NO"
"7012892", "ATL", "LAX", "F", "", "",  947.00, 1894.00, "NO"
"7012904", "ATL", "LAX", "H", "HP", "AP/57",  165.00,  330.00, "YES"
"7012906", "ATL", "LAX", "M", "DL", "AP/57",  245.00,  490.00, "YES"
"7012908", "ATL", "LAX", "V", "AA", "AP/57",  150.00,  300.00, "YES"
"7012897", "ATL", "LAX", "Y", "", "",  632.00, 1264.00, "NO"
"7012898", "ATL", "LAX", "Y", "AA", "",  672.00, 1344.00, "NO"
"7016538", "ATL", "LGA", "F", "", "",  652.00, 1304.00, "NO"
"7016595", "ATL", "LGA", "M", "DL", "AP/57",  185.00,  370.00, "YES"
"7016568", "ATL", "LGA", "Y", "DL", "",  429.00,  858.00, "NO"
"7016574", "ATL", "LGA", "Y", "US", "",  429.00,  858.00, "NO"
"7012833", "ATL", "LGB", "F", "AA", "",  947.00, 1894.00, "NO"
"7012838", "ATL", "LGB", "V", "AA", "AP/57",  150.00,  300.00, "YES"
"7012835", "ATL", "LGB", "Y", "AA", "",  672.00, 1344.00, "NO"
"7011507", "ATL", "MCI", "F", "CO", "",  572.00, 1144.00, "NO"
"7011508", "ATL", "MCI", "F", "DL", "",  600.00, 1200.00, "NO"
"7011516", "ATL", "MCI", "M", "DL", "AP/57",  165.00,  330.00, "YES"
"7011515", "ATL", "MCI", "Q", "CO", "AP/57",  130.00,  260.00, "YES"
"7011511", "ATL", "MCI", "Y", "CO", "",  384.00,  768.00, "NO"
"7011512", "ATL", "MCI", "Y", "DL", "",  402.00,  804.00, "NO"
"7020456", "ATL", "MCO", "F", "", "",  460.00,  920.00, "NO"
"7020463", "ATL", "MCO", "M", "DL", "AP/57",  130.00,  260.00, "YES"
"7020462", "ATL", "MCO", "Q", "TW", "AP/57",  115.00,  230.00, "YES"
"7020465", "ATL", "MCO", "Q", "TW", "EX/14",  115.00,  230.00, "YES"
"7020458", "ATL", "MCO", "Y", "DL", "",  310.00,  620.00, "NO"
"7020459", "ATL", "MCO", "Y", "TW", "",  310.00,  620.00, "NO"
"7002214", "ATL", "MDW", "F", "", "",  648.00, 1296.00, "NO"
"7002244", "ATL", "MDW", "H", "", "AP/57",  150.00,  300.00, "YES"
"7002228", "ATL", "MDW", "Y", "", "",  435.00,  870.00, "NO"
"7013916", "ATL", "MEM", "F", "", "",  444.00,  888.00, "NO"
"7013922", "ATL", "MEM", "M", "DL", "AP/57",  130.00,  260.00, "YES"
"7013918", "ATL", "MEM", "Y", "DL", "",  298.00,  596.00, "NO"
"7013919", "ATL", "MEM", "Y", "NW", "",  332.00,  664.00, "NO"
"7014199", "ATL", "MIA", "F", "", "",  579.00, 1158.00, "NO"
"7014207", "ATL", "MIA", "M", "DL", "AP/57",  160.00,  320.00, "YES"
"7014209", "ATL", "MIA", "V", "AA", "AP/57",  120.00,  240.00, "YES"
"7014202", "ATL", "MIA", "Y", "DL", "",  388.00,  776.00, "NO"
"7014203", "ATL", "MIA", "Y", "AA", "",  414.00,  828.00, "NO"
"7014903", "ATL", "MKE", "F", "", "",  563.00, 1126.00, "NO"
"7014904", "ATL", "MKE", "F", "US", "",  566.00, 1132.00, "NO"
"7014913", "ATL", "MKE", "H", "HP", "AP/57",  130.00,  260.00, "YES"
"7014914", "ATL", "MKE", "M", "DL", "AP/57",  165.00,  330.00, "YES"
"7014912", "ATL", "MKE", "V", "YX", "AP/20",  130.00,  260.00, "YES"
"7014908", "ATL", "MKE", "Y", "", "",  377.00,  754.00, "NO"
"7015220", "ATL", "MSP", "F", "", "",  659.00, 1318.00, "NO"
"7015227", "ATL", "MSP", "M", "DL", "AP/57",  165.00,  330.00, "YES"
"7015223", "ATL", "MSP", "Y", "DL", "",  441.00,  882.00, "NO"
"7015224", "ATL", "MSP", "Y", "NW", "",  468.00,  936.00, "NO"
"7019803", "ATL", "OAK", "F", "DL", "", 1065.00, 2130.00, "NO"
"7019807", "ATL", "OAK", "M", "DL", "AP/57",  250.00,  500.00, "YES"
"7019805", "ATL", "OAK", "Y", "DL", "",  706.00, 1412.00, "NO"
"7020101", "ATL", "ONT", "F", "", "",  947.00, 1894.00, "NO"
"7020108", "ATL", "ONT", "M", "DL", "AP/57",  245.00,  490.00, "YES"
"7020107", "ATL", "ONT", "Q", "CO", "AP/57",  150.00,  300.00, "YES"
"7020104", "ATL", "ONT", "Y", "", "",  632.00, 1264.00, "NO"
"7002215", "ATL", "ORD", "F", "", "",  648.00, 1296.00, "NO"
"7002245", "ATL", "ORD", "H", "", "AP/57",  150.00,  300.00, "YES"
"7002251", "ATL", "ORD", "M", "DL", "AP/57",  150.00,  300.00, "YES"
"7002247", "ATL", "ORD", "Q", "", "AP/57",  130.00,  260.00, "YES"
"7002255", "ATL", "ORD", "V", "", "AP/57",  130.00,  260.00, "YES"
"7002229", "ATL", "ORD", "Y", "", "",  435.00,  870.00, "NO"
"7002231", "ATL", "ORD", "Y", "AA", "",  414.00,  828.00, "NO"
"7002233", "ATL", "ORD", "Y", "CO", "",  414.00,  828.00, "NO"
"7021139", "ATL", "PHL", "F", "", "",  606.00, 1212.00, "NO"
"7021140", "ATL", "PHL", "F", "TW", "",  579.00, 1158.00, "NO"
"7021150", "ATL", "PHL", "M", "DL", "AP/57",  150.00,  300.00, "YES"
"7021149", "ATL", "PHL", "Q", "TW", "AP/57",  150.00,  300.00, "YES"
"7021153", "ATL", "PHL", "Q", "TW", "EX/14",  150.00,  300.00, "YES"
"7021144", "ATL", "PHL", "Y", "", "",  404.00,  808.00, "NO"
"7021145", "ATL", "PHL", "Y", "TW", "",  378.00,  756.00, "NO"
"7021671", "ATL", "PHX", "F", "", "",  849.00, 1698.00, "NO"
"7021677", "ATL", "PHX", "H", "HP", "AP/57",  145.00,  290.00, "YES"
"7021678", "ATL", "PHX", "M", "DL", "AP/57",  220.00,  440.00, "YES"
"7021674", "ATL", "PHX", "Y", "", "",  568.00, 1136.00, "NO"
"7022438", "ATL", "PIT", "F", "", "",  540.00, 1080.00, "NO"
"7022439", "ATL", "PIT", "F", "NW", "",  533.00, 1066.00, "NO"
"7022448", "ATL", "PIT", "M", "DL", "AP/57",  150.00,  300.00, "YES"
"7022443", "ATL", "PIT", "Y", "", "",  357.00,  714.00, "NO"
"7022444", "ATL", "PIT", "Y", "NW", "",  414.00,  828.00, "NO"
"7024011", "ATL", "SAN", "F", "DL", "",  948.00, 1896.00, "NO"
"7024015", "ATL", "SAN", "M", "DL", "AP/57",  240.00,  480.00, "YES"
"7024013", "ATL", "SAN", "Y", "DL", "",  632.00, 1264.00, "NO"
"7025574", "ATL", "SEA", "F", "DL", "", 1066.00, 2132.00, "NO"
"7025578", "ATL", "SEA", "M", "DL", "AP/57",  270.00,  540.00, "YES"
"7025576", "ATL", "SEA", "Y", "DL", "",  712.00, 1424.00, "NO"
"7024603", "ATL", "SFO", "F", "DL", "", 1056.00, 2112.00, "NO"
"7024607", "ATL", "SFO", "M", "DL", "AP/57",  265.00,  530.00, "YES"
"7024605", "ATL", "SFO", "Y", "DL", "",  706.00, 1412.00, "NO"
"7025285", "ATL", "SJC", "F", "", "", 1022.00, 2044.00, "NO"
"7025293", "ATL", "SJC", "M", "DL", "AP/57",  170.00,  340.00, "YES"
"7025292", "ATL", "SJC", "Q", "UA", "AP/57",  155.00,  310.00, "YES"
"7025288", "ATL", "SJC", "Y", "", "",  681.00, 1362.00, "NO"
"7023588", "ATL", "SLC", "F", "DL", "",  890.00, 1780.00, "NO"
"7023592", "ATL", "SLC", "M", "DL", "AP/57",  235.00,  470.00, "YES"
"7023590", "ATL", "SLC", "Y", "DL", "",  596.00, 1192.00, "NO"
"7022865", "ATL", "STL", "F", "", "",  488.00,  976.00, "NO"
"7022874", "ATL", "STL", "M", "DL", "AP/57",  125.00,  250.00, "YES"
"7022873", "ATL", "STL", "Q", "TW", "AP/57",  125.00,  250.00, "YES"
"7022868", "ATL", "STL", "Y", "", "",  326.00,  652.00, "NO"
"7026131", "ATL", "TPA", "F", "TW", "",  460.00,  920.00, "NO"
"7026133", "ATL", "TPA", "F", "DL", "",  471.00,  942.00, "NO"
"7026147", "ATL", "TPA", "M", "DL", "AP/57",  130.00,  260.00, "YES"
"7026145", "ATL", "TPA", "Q", "TW", "AP/57",  115.00,  230.00, "YES"
"7026151", "ATL", "TPA", "Q", "TW", "EX/14",  115.00,  230.00, "YES"
"7026137", "ATL", "TPA", "Y", "TW", "",  310.00,  620.00, "NO"
"7026139", "ATL", "TPA", "Y", "DL", "",  317.00,  634.00, "NO"
"7015688", "ATL", "YUL", "F", "DL", "",  564.30, 1128.60, "NO"
"7015692", "ATL", "YUL", "M", "DL", "AP/57",  165.00,  330.00, "YES"
"7015690", "ATL", "YUL", "Y", "DL", "",  376.20,  752.40, "NO"
"7027442", "ATL", "YYZ", "F", "DL", "",  564.30, 1128.60, "NO"
"7027448", "ATL", "YYZ", "M", "DL", "AP/57",  148.50,  297.00, "YES"
"7027445", "ATL", "YYZ", "Y", "DL", "",  359.70,  719.40, "NO"
"7000306", "BNA", "ATL", "F", "DL", "",  342.00,  684.00, "NO"
"7000313", "BNA", "ATL", "M", "DL", "AP/57",  125.00,  250.00, "YES"
"7000312", "BNA", "ATL", "Q", "AA", "AP/57",  110.00,  220.00, "YES"
"7000315", "BNA", "ATL", "V", "AA", "AP/57",   90.00,  180.00, "YES"
"7000308", "BNA", "ATL", "Y", "DL", "",  228.00,  456.00, "NO"
"7000309", "BNA", "ATL", "Y", "AA", "",  297.00,  594.00, "NO"
"7001340", "BNA", "BOS", "F", "AA", "",  736.00, 1472.00, "NO"
"7001345", "BNA", "BOS", "V", "AA", "AP/57",  145.00,  290.00, "YES"
"7001342", "BNA", "BOS", "Y", "AA", "",  468.00,  936.00, "NO"
"7000798", "BNA", "BWI", "F", "TW", "",  540.00, 1080.00, "NO"
"7000799", "BNA", "BWI", "F", "AA", "",  550.00, 1100.00, "NO"
"7000805", "BNA", "BWI", "Q", "", "AP/57",  150.00,  300.00, "YES"
"7000806", "BNA", "BWI", "V", "AA", "AP/57",  130.00,  260.00, "YES"
"7000802", "BNA", "BWI", "Y", "TW", "",  360.00,  720.00, "NO"
"7000803", "BNA", "BWI", "Y", "AA", "",  414.00,  828.00, "NO"
"7005403", "BNA", "CLE", "F", "AA", "",  459.00,  918.00, "NO"
"7005417", "BNA", "CLE", "M", "DL", "AP/57",  115.00,  230.00, "YES"
"7005421", "BNA", "CLE", "V", "AA", "AP/57",   95.00,  190.00, "YES"
"7005407", "BNA", "CLE", "Y", "DL", "",  321.00,  642.00, "NO"
"7005409", "BNA", "CLE", "Y", "AA", "",  349.00,  698.00, "NO"
"7002082", "BNA", "CLT", "F", "US", "",  380.00,  760.00, "NO"
"7002087", "BNA", "CLT", "Q", "AA", "AP/57",  100.00,  200.00, "YES"
"7002088", "BNA", "CLT", "V", "AA", "AP/57",   80.00,  160.00, "YES"
"7002084", "BNA", "CLT", "Y", "US", "",  253.00,  506.00, "NO"
"7002085", "BNA", "CLT", "Y", "AA", "",  323.00,  646.00, "NO"
"7006090", "BNA", "CMH", "F", "AA", "",  471.00,  942.00, "NO"
"7006094", "BNA", "CMH", "Q", "AA", "AP/57",  115.00,  230.00, "YES"
"7006095", "BNA", "CMH", "V", "AA", "AP/57",   95.00,  190.00, "YES"
"7006092", "BNA", "CMH", "Y", "AA", "",  323.00,  646.00, "NO"
"7004466", "BNA", "CVG", "F", "DL", "",  448.00,  896.00, "NO"
"7004468", "BNA", "CVG", "F", "TW", "",  448.00,  896.00, "NO"
"7004488", "BNA", "CVG", "M", "DL", "AP/57",   75.00,  150.00, "YES"
"7004484", "BNA", "CVG", "Q", "TW", "",   59.00,  118.00, "NO"
"7004486", "BNA", "CVG", "Q", "", "AP/57",   70.00,  140.00, "YES"
"7004492", "BNA", "CVG", "V", "AA", "AP/57",   50.00,  100.00, "YES"
"7004474", "BNA", "CVG", "Y", "", "",  300.00,  600.00, "NO"
"7004476", "BNA", "CVG", "Y", "AA", "",  297.00,  594.00, "NO"
"7028890", "BNA", "DCA", "F", "AA", "",  660.00, 1320.00, "NO"
"7028900", "BNA", "DCA", "V", "AA", "AP/57",  130.00,  260.00, "YES"
"7028894", "BNA", "DCA", "Y", "AA", "",  414.00,  828.00, "NO"
"7008153", "BNA", "DEN", "F", "AA", "",  814.00, 1628.00, "NO"
"7008158", "BNA", "DEN", "V", "AA", "AP/57",  140.00,  280.00, "YES"
"7008155", "BNA", "DEN", "Y", "AA", "",  542.00, 1084.00, "NO"
"7009090", "BNA", "DET", "K", "WN", "",  109.00,  218.00, "NO"
"7009094", "BNA", "DET", "QW", "WN", "AP/57",   75.00,  150.00, "YES"
"7009096", "BNA", "DET", "QX", "WN", "AP/57",   80.00,  160.00, "YES"
"7009084", "BNA", "DET", "YW", "WN", "",   89.00,  178.00, "NO"
"7009086", "BNA", "DET", "YX", "WN", "",  109.00,  218.00, "NO"
"7007112", "BNA", "DFW", "F", "", "",  650.00, 1300.00, "NO"
"7007126", "BNA", "DFW", "M", "DL", "AP/57",  150.00,  300.00, "YES"
"7007130", "BNA", "DFW", "V", "AA", "AP/57",  130.00,  260.00, "YES"
"7007116", "BNA", "DFW", "Y", "AA", "",  414.00,  828.00, "NO"
"7007118", "BNA", "DFW", "Y", "DL", "",  436.00,  872.00, "NO"
"7009075", "BNA", "DTW", "F", "", "",  479.00,  958.00, "NO"
"7009091", "BNA", "DTW", "K", "WN", "",  109.00,  218.00, "NO"
"7009095", "BNA", "DTW", "QW", "WN", "AP/57",   75.00,  150.00, "YES"
"7009097", "BNA", "DTW", "QX", "WN", "AP/57",   80.00,  160.00, "YES"
"7009105", "BNA", "DTW", "V", "AA", "AP/57",   75.00,  150.00, "YES"
"7009081", "BNA", "DTW", "Y", "AA", "",  349.00,  698.00, "NO"
"7009083", "BNA", "DTW", "Y", "NW", "",  349.00,  698.00, "NO"
"7009085", "BNA", "DTW", "YW", "WN", "",   89.00,  178.00, "NO"
"7009087", "BNA", "DTW", "YX", "WN", "",  109.00,  218.00, "NO"
"7018480", "BNA", "EWR", "F", "", "",  736.00, 1472.00, "NO"
"7018483", "BNA", "EWR", "F", "US", "",  644.00, 1288.00, "NO"
"7018504", "BNA", "EWR", "Q", "", "AP/57",  165.00,  330.00, "YES"
"7018507", "BNA", "EWR", "V", "AA", "AP/57",  145.00,  290.00, "YES"
"7018495", "BNA", "EWR", "Y", "", "",  429.00,  858.00, "NO"
"7018498", "BNA", "EWR", "Y", "AA", "",  468.00,  936.00, "NO"
"7010400", "BNA", "HOU", "BW", "DL", "",  134.00,  268.00, "NO"
"7010402", "BNA", "HOU", "BX", "DL", "",  151.00,  302.00, "NO"
"7010378", "BNA", "HOU", "F", "AA", "",  571.00, 1142.00, "NO"
"7010380", "BNA", "HOU", "F", "DL", "",  621.00, 1242.00, "NO"
"7010406", "BNA", "HOU", "K", "WN", "",  136.00,  272.00, "NO"
"7010418", "BNA", "HOU", "M", "DL", "AP/57",  150.00,  300.00, "YES"
"7010414", "BNA", "HOU", "QW", "WN", "AP/57",  104.00,  208.00, "YES"
"7010416", "BNA", "HOU", "QX", "WN", "AP/57",  105.00,  210.00, "YES"
"7010438", "BNA", "HOU", "V", "AA", "AP/57",  130.00,  260.00, "YES"
"7010442", "BNA", "HOU", "VW", "AA", "AP/57",  104.00,  208.00, "YES"
"7010446", "BNA", "HOU", "VX", "AA", "AP/57",  107.00,  214.00, "YES"
"7010388", "BNA", "HOU", "Y", "AA", "",  414.00,  828.00, "NO"
"7010390", "BNA", "HOU", "Y", "DL", "",  414.00,  828.00, "NO"
"7010392", "BNA", "HOU", "YW", "WN", "",  109.00,  218.00, "NO"
"7010394", "BNA", "HOU", "YX", "WN", "",  136.00,  272.00, "NO"
"7010377", "BNA", "IAH", "F", "UA", "",  570.00, 1140.00, "NO"
"7010379", "BNA", "IAH", "F", "AA", "",  571.00, 1142.00, "NO"
"7010411", "BNA", "IAH", "Q", "UA", "AP/57",  130.00,  260.00, "YES"
"7010439", "BNA", "IAH", "V", "AA", "AP/57",  130.00,  260.00, "YES"
"7010443", "BNA", "IAH", "VW", "AA", "AP/57",  104.00,  208.00, "YES"
"7010447", "BNA", "IAH", "VX", "AA", "AP/57",  107.00,  214.00, "YES"
"7010387", "BNA", "IAH", "Y", "UA", "",  371.00,  742.00, "NO"
"7010389", "BNA", "IAH", "Y", "AA", "",  414.00,  828.00, "NO"
"7011278", "BNA", "IND", "F", "AA", "",  438.00,  876.00, "NO"
"7011283", "BNA", "IND", "Q", "AA", "AP/57",  110.00,  220.00, "YES"
"7011284", "BNA", "IND", "V", "AA", "AP/57",   90.00,  180.00, "YES"
"7011280", "BNA", "IND", "Y", "US", "",  290.00,  580.00, "NO"
"7011281", "BNA", "IND", "Y", "AA", "",  297.00,  594.00, "NO"
"7018481", "BNA", "JFK", "F", "", "",  736.00, 1472.00, "NO"
"7018484", "BNA", "JFK", "F", "US", "",  644.00, 1288.00, "NO"
"7018505", "BNA", "JFK", "Q", "", "AP/57",  165.00,  330.00, "YES"
"7018496", "BNA", "JFK", "Y", "", "",  429.00,  858.00, "NO"
"7012519", "BNA", "LAS", "F", "AA", "",  933.00, 1866.00, "NO"
"7012524", "BNA", "LAS", "V", "AA", "AP/57",  195.00,  390.00, "YES"
"7012521", "BNA", "LAS", "Y", "AA", "",  632.00, 1264.00, "NO"
"7013397", "BNA", "LAX", "F", "AA", "",  966.00, 1932.00, "NO"
"7013398", "BNA", "LAX", "F", "DL", "",  982.00, 1964.00, "NO"
"7013406", "BNA", "LAX", "K", "WN", "",  313.00,  626.00, "NO"
"7013410", "BNA", "LAX", "M", "DL", "AP/57",  170.00,  340.00, "YES"
"7013408", "BNA", "LAX", "QW", "WN", "AP/57",  170.00,  340.00, "YES"
"7013409", "BNA", "LAX", "QX", "WN", "AP/57",  170.00,  340.00, "YES"
"7013414", "BNA", "LAX", "V", "AA", "AP/57",  155.00,  310.00, "YES"
"7013400", "BNA", "LAX", "Y", "AA", "",  672.00, 1344.00, "NO"
"7013401", "BNA", "LAX", "Y", "DL", "",  673.00, 1346.00, "NO"
"7013402", "BNA", "LAX", "YW", "WN", "",  249.00,  498.00, "NO"
"7013403", "BNA", "LAX", "YX", "WN", "",  275.00,  550.00, "NO"
"7018482", "BNA", "LGA", "F", "", "",  736.00, 1472.00, "NO"
"7018485", "BNA", "LGA", "F", "US", "",  644.00, 1288.00, "NO"
"7018506", "BNA", "LGA", "Q", "", "AP/57",  165.00,  330.00, "YES"
"7018509", "BNA", "LGA", "V", "AA", "AP/57",  145.00,  290.00, "YES"
"7018497", "BNA", "LGA", "Y", "", "",  429.00,  858.00, "NO"
"7018500", "BNA", "LGA", "Y", "AA", "",  468.00,  936.00, "NO"
"7012861", "BNA", "LGB", "F", "AA", "",  966.00, 1932.00, "NO"
"7012866", "BNA", "LGB", "V", "AA", "AP/57",  205.00,  410.00, "YES"
"7012863", "BNA", "LGB", "Y", "AA", "",  672.00, 1344.00, "NO"
"7011810", "BNA", "MCI", "F", "AA", "",  524.00, 1048.00, "NO"
"7011815", "BNA", "MCI", "V", "AA", "AP/57",  105.00,  210.00, "YES"
"7011812", "BNA", "MCI", "Y", "AA", "",  349.00,  698.00, "NO"
"7020794", "BNA", "MCO", "F", "AA", "",  610.00, 1220.00, "NO"
"7020799", "BNA", "MCO", "V", "AA", "AP/57",  130.00,  260.00, "YES"
"7020796", "BNA", "MCO", "Y", "AA", "",  414.00,  828.00, "NO"
"7003196", "BNA", "MDW", "K", "WN", "",  109.00,  218.00, "NO"
"7003204", "BNA", "MDW", "QW", "WN", "AP/57",   74.00,  148.00, "YES"
"7003206", "BNA", "MDW", "QX", "WN", "AP/57",   84.00,  168.00, "YES"
"7003188", "BNA", "MDW", "YW", "WN", "",   89.00,  178.00, "NO"
"7003190", "BNA", "MDW", "YX", "WN", "",  109.00,  218.00, "NO"
"7014097", "BNA", "MEM", "F", "", "",  371.00,  742.00, "NO"
"7014105", "BNA", "MEM", "V", "AA", "AP/57",   75.00,  150.00, "YES"
"7014100", "BNA", "MEM", "Y", "NW", "",  250.00,  500.00, "NO"
