"FARE", "FARE_BASIS_CODE", "FARE CODE", "", "A MODIFIED BOOKING CLASS THAT DETERMINES A FARE."
"FARE", "FARE_AIRLINE", "FARE AIRLINE", "", "THE CODE FOR AN AIRLINE THAT HAS ITS OWN FARE FOR A FARE CODE."
"FARE", "RESTRICTION_CODE", "RESTRICTION", "", "THE CODE FOR A SET OF RESTRICTIONS THAT APPLY TO A FARE."
"FARE", "ONE_DIRECTION_COST", "ONE DIRECTION", "DOLLAR", "THE COST OF A FARE IN ONE DIRECTION."
"FARE", "ROUND_TRIP_COST", "ROUND TRIP", "DOLLAR", "THE COST OF A FARE FOR A ROUND TRIP."
"FARE", "ROUND_TRIP_REQUIRED", "ROUND TRIP REQUIRED", "", "'YES' IF A FARE APPLIES ONLY TO ROUND-TRIP TRAVEL, 'NO' OTHERWISE."
"FARE_BASIS", "FARE_BASIS_CODE", "FARE CODE", "", "A MODIFIED BOOKING CLASS THAT DETERMINES A FARE."
"FARE_BASIS", "BOOKING_CLASS", "CLASS", "", "A CLASS OF SERVICE ON A FLIGHT."
"FARE_BASIS", "CLASS_TYPE", "CLASS TYPE", "", "A TYPE OF CLASS OF SERVICE."
"FARE_BASIS", "PREMIUM", "PREMIUM", "", "'YES' FOR A PREMIUM CLASS, 'NO' OTHERWISE."
"FARE_BASIS", "ECONOMY", "ECONOMY", "", "'YES' FOR AN ECONOMY CLASS, 'NO' OTHERWISE."
"FARE_BASIS", "DISCOUNTED", "DISCOUNTED", "", "'YES' FOR A DISCOUNTED FARE, 'NO' OTHERWISE."
"FARE_BASIS", "NIGHT", "NIGHT", "", "'YES' FOR A NIGHT FARE, 'NO' OTHERWISE."
"FARE_BASIS", "SEASON", "SEASON", "", "AN INDICATION OF THE COST LEVEL FOR A SEASONAL FARE."
"FARE_BASIS", "BASIS_DAYS", "DAYS", "", "A STRING OF CODES FOR DAYS OF THE WEEK, WITH 'NOT' TO EXCLUDE DAYS, AND 'DAILY' FOR ALL."
"FLIGHT", "FLIGHT_ID", "FLIGHT ID", "", "A UNIQUE IDENTIFIER FOR A FLIGHT."
"FLIGHT", "FLIGHT_DAYS", "DAYS", "", "A STRING OF CODES FOR DAYS OF THE WEEK, WITH 'NOT' TO EXCLUDE DAYS, AND 'DAILY' FOR ALL."
"FLIGHT", "FROM_AIRPORT", "FROM", "", "THE ORIGIN AIRPORT FOR A FLIGHT OR FARE."
"FLIGHT", "TO_AIRPORT", "TO", "", "THE DESTINATION AIRPORT FOR A FLIGHT OR FARE."
"FLIGHT", "DEPARTURE_TIME", "LEAVE", "", "THE DEPARTURE TIME FOR A FLIGHT."
"FLIGHT", "ARRIVAL_TIME", "ARRIVE", "", "THE ARRIVAL TIME FOR A FLIGHT."
"FLIGHT", "AIRLINE_FLIGHT", "AIRLINE + FLIGHT #", "", "THE SEQUENCE OF AIRLINE CODES AND FLIGHT NUMBERS FOR A FLIGHT"
"FLIGHT", "AIRLINE_CODE", "AIRLINE", "", "THE CODE FOR AN AIRLINE."
"FLIGHT", "FLIGHT_NUMBER", "FLIGHT #", "", "THE FLIGHT NUMBER FOR A DIRECT FLIGHT."
"FLIGHT", "AIRCRAFT_CODE_SEQUENCE", "EQUIPMENT", "", "THE SEQUENCE OF CODES FOR THE AIRCRAFT USED ON A FLIGHT."
"FLIGHT", "MEAL_CODE", "MEALS", "", "A CODE INDICATING MEAL SERVICE."
"FLIGHT", "STOPS", "STOPS", "", "THE NUMBER OF INTERMEDIATE STOPS ON A FLIGHT."
"FLIGHT", "CONNECTIONS", "CONNECTIONS", "", "THE NUMBER OF CONNECTIONS ON A FLIGHT."
"FLIGHT", "DUAL_CARRIER", "DUAL CARRIER", "", "'YES' IF A FLIGHT HAS A DUAL CARRIER, 'NO' OTHERWISE."
"FLIGHT", "TIME_ELAPSED", "FLYING TIME", "MINUTE", "THE TOTAL ELAPSED TIME FOR A FLIGHT."
"FLIGHT_FARE", "FLIGHT_ID", "FLIGHT ID", "", "A UNIQUE IDENTIFIER FOR A FLIGHT."
"FLIGHT_FARE", "FARE_ID", "FARE ID", "", "A UNIQUE INDENTIFIER FOR A FARE."
"FLIGHT_LEG", "FLIGHT_ID", "FLIGHT ID", "", "A UNIQUE IDENTIFIER FOR A FLIGHT."
"FLIGHT_LEG", "LEG_NUMBER", "LEG #", "", "THE NUMBER OF A LEG OF FLIGHT."
"FLIGHT_LEG", "LEG_FLIGHT", "LEG FLIGHT", "", "THE FLIGHT ID OF A NONSTOP LEG OF A FLIGHT."
"FLIGHT_STOP", "FLIGHT_ID", "FLIGHT ID", "", "A UNIQUE IDENTIFIER FOR A FLIGHT."
"FLIGHT_STOP", "STOP_NUMBER", "STOP #", "", "THE NUMBER OF A STOP ON A FLIGHT."
"FLIGHT_STOP", "STOP_DAYS", "DAYS", "", "A STRING OF CODES FOR DAYS OF THE WEEK, WITH 'NOT' TO EXCLUDE DAYS, AND 'DAILY' FOR ALL."
"FLIGHT_STOP", "STOP_AIRPORT", "AIRPORT", "", "THE CODE FOR AN AIRPORT."
"FLIGHT_STOP", "ARRIVAL_TIME", "ARRIVE", "", "THE ARRIVAL TIME FOR A FLIGHT."
"FLIGHT_STOP", "ARRIVAL_AIRLINE", "ARRIVE AIRLINE", "", "THE AIRLINE FOR THE ARRIVAL LEG OF A FLIGHT."
"FLIGHT_STOP", "ARRIVAL_FLIGHT_NUMBER", "ARRIVE FLIGHT #", "", "THE FLIGHT NUMBER FOR THE ARRIVAL LEG OF A FLIGHT."
"FLIGHT_STOP", "DEPARTURE_TIME", "LEAVE", "", "THE DEPARTURE TIME FOR A FLIGHT."
"FLIGHT_STOP", "DEPARTURE_AIRLINE", "LEAVE AIRLINE", "", "THE AIRLINE FOR THE DEPARTURE LEG OF A FLIGHT."
"FLIGHT_STOP", "DEPARTURE_FLIGHT_NUMBER", "LEAVE FLIGHT #", "", "THE FLIGHT NUMBER FOR THE DEPARTURE LEG OF A FLIGHT."
"FLIGHT_STOP", "STOP_TIME", "LENGTH OF STOP", "MINUTE", "THE TIME BETWEEN ARRIVAL AT AND DEPARTURE FROM AN INTERMEDIATE STOP."
"FOOD_SERVICE", "MEAL_CODE", "MEALS", "", "A CODE INDICATING MEAL SERVICE."
"FOOD_SERVICE", "MEAL_NUMBER", "MEAL #", "", "THE NUMBER OF THE MEAL SERVED."
"FOOD_SERVICE", "COMPARTMENT", "COMPARTMENT", "", "THE COMPARTMENT IN WHICH A MEAL IS SERVED."
"FOOD_SERVICE", "MEAL_DESCRIPTION", "MEAL SERVED", "", "THE TYPE OF MEAL SERVED."
"GROUND_SERVICE", "CITY_CODE", "CITY CODE", "", "THE CODE FOR A CITY."
"GROUND_SERVICE", "AIRPORT_CODE", "AIRPORT", "", "THE CODE FOR AN AIRPORT"
"GROUND_SERVICE", "TRANSPORT_TYPE", "TRANSPORT TYPE", "", "A TYPE OF GROUND TRANSPORTATION."
"GROUND_SERVICE", "GROUND_FARE", "GROUND FARE", "DOLLAR", "THE FARE FOR A TYPE OF GROUND TRANSPORTATION."
"INTERVAL", "PERIOD", "PERIOD", "", "THE NAME OF A PERIOD OF TIME."
"INTERVAL", "BEGIN_TIME", "BEGIN TIME", "", "THE BEGINNING TIME OF A TIME PERIOD."
"INTERVAL", "END_TIME", "END TIME", "", "THE ENDING TIME OF A TIME PERIOD."
"MONTH", "MONTH_NUMBER", "MONTH", "", "THE NUMBER OF A MONTH IN THE YEAR."
"MONTH", "MONTH_NAME", "MONTH NAME", "", "THE NAME OF A MONTH."
"RESTRICTION", "RESTRICTION_CODE", "RESTRICTION", "", "THE CODE FOR AN ADVANCE PURCHASE OR EXCURSION FARE RESTRICTION."
"RESTRICTION", "ADVANCE_PURCHASE", "ADVANCE PURCHASE", "DAY", "THE ADVANCE PURCHASE REQUIREMENT UNDER A RESTRICTION."
"RESTRICTION", "STOPOVERS", "STOPOVERS", "", "'YES' IF A RESTRICTION ALLOWS STOPOVERS, 'NO' OTHERWISE."
"RESTRICTION", "SATURDAY_STAY_REQUIRED", "SAT STAY REQUIRED", "", "'YES' IF A RESTRICTION REQUIRES STAYING OVER A SATURDAY NIGHT, 'NO' OTHERWISE."
"RESTRICTION", "MINIMUM_STAY", "MIN STAY", "DAY", "THE MINIMUM STAY ALLOWED UNDER A RESTRICTION."
"RESTRICTION", "MAXIMUM_STAY", "MAX STAY", "DAY", "THE MAXIMUM STAY ALLOWED UNDER A RESTRICTION."
"RESTRICTION", "APPLICATION", "APPLICATION", "", "A DESCRIPTION OF THE APPLICABILITY OF A RESTRICTION."
"RESTRICTION", "NO_DISCOUNTS", "DISCOUNTS NOT APPLICABLE", "", "DISCOUNTS NOT APPLICABLE UNDER A RESTRICTION."
"STATE", "STATE_CODE", "STATE", "", "THE STANDARD CODE FOR A STATE OR PROVINCE."
"STATE", "STATE_NAME", "STATE NAME", "", "THE NAME OF A STATE."
"STATE", "COUNTRY_NAME", "COUNTRY", "", "THE NAME OF A COUNTRY."
"TABLE_TABLE", "TABLE_NAME", "TABLE NAME", "", "THE NAME OF A TABLE IN THE ATIS DATABASE."
"TABLE_TABLE", "COLUMNS", "COLUMNS", "", "THE NUMBER OF COLUMNS IN A TABLE."
"TABLE_TABLE", "TABLE_DESCRIPTION", "TABLE DESCRIPTION", "", "A DESCRIPTION OF A TABLE."
"TIME_ZONE", "TIME_ZONE_CODE", "TIME ZONE", "", "THE CODE FOR A TIME ZONE."
"TIME_ZONE", "TIME_ZONE_NAME", "TIME ZONE NAME", "", "THE OFFICIAL NAME FOR A TIME ZONE."
"TIME_ZONE", "HOURS_FROM_GMT", "HOURS FROM GMT", "HOUR", "HOURS FROM GREENWICH MEAN TIME BASED ON STANDARD TIME."
